Fe,C,Cr,Mo,Co,Ni,Nb,W,aus,tem,time,AF,DQ,HRc,UTS,YS,J,El
78.57,0.23,3,1.2,9,8,0,0,900,475,10,0,0,,1722,1424,,13.2
78.57,0.23,3,1.2,9,8,0,0,900,475,20,0,0,,1627,1416,,11.8
78.57,0.23,3,1.2,9,8,0,0,900,450,0,850,0,55.2,,,44,
78.57,0.23,3,1.2,9,8,0,0,900,450,5,850,0,53.9,,,46.6,
78.57,0.23,3,1.2,9,8,0,0,900,500,0,850,0,55.2,,,44,
78.57,0.23,3,1.2,9,8,0,0,900,500,5,850,0,54.2,,,57.3,
78.57,0.23,3,1.2,9,8,0,0,900,525,0,850,0,55.2,,,44,
78.57,0.23,3,1.2,9,8,0,0,900,525,5,850,0,52.3,,,73,
78.57,0.23,3,1.2,9,8,0,0,1050,475,0,700,0,55.1,2013,1334,57.8,9.9
78.57,0.23,3,1.2,9,8,0,0,1050,475,1,700,0,54.4,1818,1435,49,11.4
78.57,0.23,3,1.2,9,8,0,0,1050,475,5,700,0,54.4,1854,1466,55.9,11.8
78.57,0.23,3,1.2,9,8,0,0,1050,475,10,700,0,55,1869,1530,58.8,13.8
78.57,0.23,3,1.2,9,8,0,0,1050,475,20,700,0,54.8,1866,1551,63.7,11.9
78.57,0.23,3,1.2,9,8,0,0,1050,475,50,700,0,53.7,1780,1566,86.7,10.8
78.57,0.23,3,1.2,9,8,0,0,1050,475,0,700,24,,2022,1420,,
78.57,0.23,3,1.2,9,8,0,0,1050,475,1,700,24,,1775,1418,,11.3
78.57,0.23,3,1.2,9,8,0,0,1050,475,5,700,24,,1802,1417,,11.7
78.57,0.23,3,1.2,9,8,0,0,1050,475,10,700,24,,1839,1526,,9.2
78.57,0.23,3,1.2,9,8,0,0,1050,475,20,700,24,,1844,1578,,10.6
78.57,0.23,3,1.2,9,8,0,0,1050,475,50,700,24,,1793,1587,,9.2
78.57,0.23,3,1.2,9,8,0,0,1050,475,0,0,0,,1323,962,,8.7
78.57,0.23,3,1.2,9,8,0,0,1050,475,5,0,0,,1353,1034,,13.9
78.57,0.23,3,1.2,9,8,0,0,1050,475,10,0,0,,1314,1154,,13.4
78.57,0.23,3,1.2,9,8,0,0,1050,475,20,0,0,,1402,1250,,13.7
78.57,0.23,3,1.2,9,8,0,0,1050,450,0,700,0,55.1,,,57.8,
78.57,0.23,3,1.2,9,8,0,0,1050,450,5,700,0,54.2,,,45.1,
78.57,0.23,3,1.2,9,8,0,0,1050,500,0,700,0,55.1,,,57.8,
78.57,0.23,3,1.2,9,8,0,0,1050,500,5,700,0,54.9,,,76.4,
78.57,0.23,3,1.2,9,8,0,0,1050,525,0,700,0,55.1,,,57.8,
78.57,0.23,3,1.2,9,8,0,0,1050,525,5,700,0,52.9,,,89.2,
78.57,0.23,3,1.2,9,8,0,0,1200,475,0,700,0,55.1,2034,1313,56.8,12
78.57,0.23,3,1.2,9,8,0,0,1200,475,1,700,0,53.8,1837,1420,48.5,13.7
78.57,0.23,3,1.2,9,8,0,0,1200,475,5,700,0,54,1872,1473,56.8,13.2
78.57,0.23,3,1.2,9,8,0,0,1200,475,10,700,0,54.8,1879,1517,54.9,13.5
78.57,0.23,3,1.2,9,8,0,0,1200,475,20,700,0,54,1851,1562,60.8,12.7
78.57,0.23,3,1.2,9,8,0,0,1200,475,50,700,0,53.5,1773,1537,85.8,12.4
78.57,0.23,3,1.2,9,8,0,0,1200,475,0,700,24,,2000,1437,,9.3
78.57,0.23,3,1.2,9,8,0,0,1200,475,1,700,24,,1769,1404,,12.5
78.57,0.23,3,1.2,9,8,0,0,1200,475,5,700,24,,1831,1492,,10.7
78.57,0.23,3,1.2,9,8,0,0,1200,475,10,700,24,,1839,1511,,8.1
78.57,0.23,3,1.2,9,8,0,0,1200,475,20,700,24,,1840,1551,,10.2
78.57,0.23,3,1.2,9,8,0,0,1200,475,50,700,24,,1784,1545,,10
78.57,0.23,3,1.2,9,8,0,0,1200,450,0,700,0,55.1,,,56.8,
78.57,0.23,3,1.2,9,8,0,0,1200,450,5,700,0,53.5,,,47,
78.57,0.23,3,1.2,9,8,0,0,1200,500,0,700,0,55.1,,,56.8,
78.57,0.23,3,1.2,9,8,0,0,1200,500,5,700,0,54.4,,,65.7,
78.57,0.23,3,1.2,9,8,0,0,1200,525,0,700,0,55.1,,,56.8,
78.57,0.23,3,1.2,9,8,0,0,1200,525,5,700,0,51.6,,,97,
74.57,0.23,3,1.2,13,8,0,0,900,475,0,850,0,54.5,1998,1324,55.4,11.5
74.57,0.23,3,1.2,13,8,0,0,900,475,1,850,0,54.6,1897,1505,40.7,13.4
74.57,0.23,3,1.2,13,8,0,0,900,475,5,850,0,56.4,1968,1577,46.1,11.6
74.57,0.23,3,1.2,13,8,0,0,900,475,10,850,0,56.7,1977,1676,51,12.2
74.57,0.23,3,1.2,13,8,0,0,900,475,20,850,0,56.3,1945,1686,56.8,11.9
74.57,0.23,3,1.2,13,8,0,0,900,475,50,850,0,53.9,1806,1602,71.5,11.2
74.57,0.23,3,1.2,13,8,0,0,900,475,0,850,24,,2009,1497,,10
74.57,0.23,3,1.2,13,8,0,0,900,475,1,850,24,,1875,1515,,11.7
74.57,0.23,3,1.2,13,8,0,0,900,475,5,850,24,,1941,1655,,8.1
74.57,0.23,3,1.2,13,8,0,0,900,475,10,850,24,,1967,1691,,11
74.57,0.23,3,1.2,13,8,0,0,900,475,20,850,24,,1955,1735,,11
74.57,0.23,3,1.2,13,8,0,0,900,475,50,850,24,,1821,1658,,7.1
74.57,0.23,3,1.2,13,8,0,0,900,475,0,0,0,,1739,1130,,9.8
74.57,0.23,3,1.2,13,8,0,0,900,475,5,0,0,,1801,1454,,12.4
74.57,0.23,3,1.2,13,8,0,0,900,475,10,0,0,,1813,1494,,12.7
74.57,0.23,3,1.2,13,8,0,0,900,475,20,0,0,,1844,1569,,10.8
74.57,0.23,3,1.2,13,8,0,0,900,475,50,0,0,,1693,1482,,9.4
74.57,0.23,3,1.2,13,8,0,0,900,450,0,850,0,54.5,,,55.4,
74.57,0.23,3,1.2,13,8,0,0,900,450,1,850,0,53.9,,,41.2,
74.57,0.23,3,1.2,13,8,0,0,900,450,5,850,0,55.5,,,34.3,
74.57,0.23,3,1.2,13,8,0,0,900,450,10,850,0,55.6,,,41.2,
74.57,0.23,3,1.2,13,8,0,0,900,450,20,850,0,56,,,41.2,
74.57,0.23,3,1.2,13,8,0,0,900,450,50,850,0,56.8,,,49.5,
74.57,0.23,3,1.2,13,8,0,0,900,450,100,850,0,56.3,,,64.7,
74.57,0.23,3,1.2,13,8,0,0,900,450,200,850,0,54.1,,,68.6,
74.57,0.23,3,1.2,13,8,0,0,900,500,0,850,0,54.5,,,55.4,
74.57,0.23,3,1.2,13,8,0,0,900,500,5,850,0,55.5,,,68.6,
74.57,0.23,3,1.2,13,8,0,0,900,525,0,850,0,54.5,,,55.4,
74.57,0.23,3,1.2,13,8,0,0,900,525,5,850,0,52,,,81.8,
74.57,0.23,3,1.2,13,8,0,0,1050,475,0,850,0,54.4,1975,1318,65.7,11.4
74.57,0.23,3,1.2,13,8,0,0,1050,475,1,850,0,55,1897,1493,41.2,11.3
74.57,0.23,3,1.2,13,8,0,0,1050,475,5,850,0,55.3,1974,1564,49,11.7
74.57,0.23,3,1.2,13,8,0,0,1050,475,10,850,0,56.2,1998,1637,49,12.6
74.57,0.23,3,1.2,13,8,0,0,1050,475,20,850,0,56.1,1900,1637,61.7,10.7
74.57,0.23,3,1.2,13,8,0,0,1050,475,50,850,0,53.4,1818,1607,79.4,9.6
74.57,0.23,3,1.2,13,8,0,0,1050,475,0,850,24,,1926,1409,,
74.57,0.23,3,1.2,13,8,0,0,1050,475,1,850,24,,1874,1529,,11.3
74.57,0.23,3,1.2,13,8,0,0,1050,475,5,850,24,,2015,1706,,7.6
74.57,0.23,3,1.2,13,8,0,0,1050,475,10,850,24,,1941,1665,,
74.57,0.23,3,1.2,13,8,0,0,1050,475,20,850,24,,1943,1688,,11.7
74.57,0.23,3,1.2,13,8,0,0,1050,475,50,850,24,,1804,1608,,9.1
74.57,0.23,3,1.2,13,8,0,0,1050,475,0,0,0,,1331,959,,5.4
74.57,0.23,3,1.2,13,8,0,0,1050,475,5,0,0,,1402,1097,,11.2
74.57,0.23,3,1.2,13,8,0,0,1050,475,10,0,0,,1423,1239,,12
74.57,0.23,3,1.2,13,8,0,0,1050,475,20,0,0,,1464,1227,,10.3
74.57,0.23,3,1.2,13,8,0,0,1050,450,0,850,0,54.4,,,65.7,
74.57,0.23,3,1.2,13,8,0,0,1050,450,1,850,0,53,,,40.2,
74.57,0.23,3,1.2,13,8,0,0,1050,450,5,850,0,54.9,,,38.2,
74.57,0.23,3,1.2,13,8,0,0,1050,450,10,850,0,55.2,,,42.1,
74.57,0.23,3,1.2,13,8,0,0,1050,450,20,850,0,54.9,,,42.1,
74.57,0.23,3,1.2,13,8,0,0,1050,450,50,850,0,55.8,,,41.2,
74.57,0.23,3,1.2,13,8,0,0,1050,450,100,850,0,56.6,,,51.9,
74.57,0.23,3,1.2,13,8,0,0,1050,450,200,850,0,53.9,,,75,
74.57,0.23,3,1.2,13,8,0,0,1050,500,0,850,0,54.4,,,65.7,
74.57,0.23,3,1.2,13,8,0,0,1050,500,5,850,0,53.5,,,66.6,
74.57,0.23,3,1.2,13,8,0,0,1050,525,0,850,0,54.4,,,65.7,
74.57,0.23,3,1.2,13,8,0,0,1050,525,5,850,0,52,,,97,
74.57,0.23,3,1.2,13,8,0,0,1200,475,0,850,0,54,1966,1313,64.7,12
74.57,0.23,3,1.2,13,8,0,0,1200,475,1,850,0,54.3,1863,1463,43.1,12
74.57,0.23,3,1.2,13,8,0,0,1200,475,5,850,0,55.4,1939,1566,46.6,11.8
74.57,0.23,3,1.2,13,8,0,0,1200,475,10,850,0,56.5,1963,1649,56.4,10.3
74.57,0.23,3,1.2,13,8,0,0,1200,475,20,850,0,55.5,1926,1655,67.1,12.4
74.57,0.23,3,1.2,13,8,0,0,1200,475,50,850,0,53.5,1798,1594,87.2,11.8
74.57,0.23,3,1.2,13,8,0,0,1200,475,0,850,24,,1901,1340,,10
74.57,0.23,3,1.2,13,8,0,0,1200,475,1,850,24,,1849,1487,,10.4
74.57,0.23,3,1.2,13,8,0,0,1200,475,5,850,24,,1901,1588,,10.8
74.57,0.23,3,1.2,13,8,0,0,1200,475,10,850,24,,1970,1680,,10.3
74.57,0.23,3,1.2,13,8,0,0,1200,475,20,850,24,,1952,1713,,
74.57,0.23,3,1.2,13,8,0,0,1200,475,50,850,24,,1823,1645,,9.8
74.57,0.23,3,1.2,13,8,0,0,1200,450,0,850,0,54,,,64.7,
74.57,0.23,3,1.2,13,8,0,0,1200,450,1,850,0,53.4,,,43.1,
74.57,0.23,3,1.2,13,8,0,0,1200,450,5,850,0,54.7,,,37.7,
74.57,0.23,3,1.2,13,8,0,0,1200,450,20,850,0,55.3,,,44.1,
74.57,0.23,3,1.2,13,8,0,0,1200,450,50,850,0,56.4,,,45.6,
74.57,0.23,3,1.2,13,8,0,0,1200,450,100,850,0,56.5,,,60.8,
74.57,0.23,3,1.2,13,8,0,0,1200,450,200,850,0,52.8,,,73,
74.57,0.23,3,1.2,13,8,0,0,1200,500,0,850,0,54,,,64.7,
74.57,0.23,3,1.2,13,8,0,0,1200,500,5,850,0,55.6,,,75,
74.57,0.23,3,1.2,13,8,0,0,1200,525,0,850,0,54,,,64.7,
74.57,0.23,3,1.2,13,8,0,0,1200,525,5,850,0,52.4,,,98,
74.52,0.28,3,1.2,13,8,0,0,1050,475,0,700,0,57,2248,1300,43.1,12.5
74.52,0.28,3,1.2,13,8,0,0,1050,475,1,700,0,57.6,2188,1559,32.3,11.5
74.52,0.28,3,1.2,13,8,0,0,1050,475,5,700,0,59,2217,1706,22.5,11.1
74.52,0.28,3,1.2,13,8,0,0,1050,475,10,700,0,58.3,2240,1751,35.8,11.9
74.52,0.28,3,1.2,13,8,0,0,1050,475,20,700,0,57.8,2144,1696,43.1,11.5
74.52,0.28,3,1.2,13,8,0,0,1050,475,50,700,0,56.2,2013,1639,43.1,12.3
74.52,0.28,3,1.2,13,8,0,0,1050,475,0,700,0,57.7,2268,1338,37.2,12.4
74.52,0.28,3,1.2,13,8,0,0,1050,475,1,700,0,58,2113,1580,22.5,10.7
74.52,0.28,3,1.2,13,8,0,0,1050,475,5,700,0,58.5,2171,1707,20.1,10.1
74.52,0.28,3,1.2,13,8,0,0,1050,475,10,700,0,57.3,2156,1736,24,10.6
74.52,0.28,3,1.2,13,8,0,0,1050,475,20,700,0,57.3,2101,1714,26.5,11.3
74.52,0.28,3,1.2,13,8,0,0,1050,475,50,700,0,56.5,1956,1646,45.1,11.5
71.22,0.28,3,1.5,13,11,0,0,1050,475,0,700,0,57.2,2194,1076,29.4,12.6
71.22,0.28,3,1.5,13,11,0,0,1050,475,1,700,0,58.3,2127,1462,20.6,12
71.22,0.28,3,1.5,13,11,0,0,1050,475,5,700,0,58.5,2190,1687,15.7,10.5
71.22,0.28,3,1.5,13,11,0,0,1050,475,10,700,0,57.6,2141,1666,27.9,9.8
71.22,0.28,3,1.5,13,11,0,0,1050,475,20,700,0,56.4,2017,1558,29.4,11.1
71.22,0.28,3,1.5,13,11,0,0,1050,475,50,700,0,52.9,1815,1414,31.4,12.7
71.22,0.28,3,1.5,13,11,0,0,1050,475,0,750,0,56.1,2222,1128,33.3,12.6
71.22,0.28,3,1.5,13,11,0,0,1050,475,1,750,0,57.5,2171,1539,22.1,12.2
71.22,0.28,3,1.5,13,11,0,0,1050,475,5,750,0,57.7,2208,1673,21.6,11.4
71.22,0.28,3,1.5,13,11,0,0,1050,475,10,750,0,56.4,2147,1643,32.3,10.8
71.22,0.28,3,1.5,13,11,0,0,1050,475,20,750,0,55.4,2052,1566,24.5,11.9
71.22,0.28,3,1.5,13,11,0,0,1050,475,50,750,0,52.3,1796,1423,29.4,9.1
71.22,0.28,3,1.5,13,11,0,0,1050,475,0,750,0,55.4,2269,1113,26.5,12.5
71.22,0.28,3,1.5,13,11,0,0,1050,475,1,750,0,57.3,2225,1631,,12
71.22,0.28,3,1.5,13,11,0,0,1050,475,5,750,0,56.9,2226,1663,17.6,11.6
71.22,0.28,3,1.5,13,11,0,0,1050,475,10,750,0,56,2175,1626,21.1,12
71.22,0.28,3,1.5,13,11,0,0,1050,475,20,750,0,53.4,2060,1554,24.5,12.1
71.22,0.28,3,1.5,13,11,0,0,1050,475,50,750,0,49.4,1856,1473,27.4,10.8
70.22,0.28,4,1.5,13,11,0,0,1050,475,0,700,0,55.5,2122,974,37.2,15.6
70.22,0.28,4,1.5,13,11,0,0,1050,475,1,700,0,57.6,2130,1402,26.5,13
70.22,0.28,4,1.5,13,11,0,0,1050,475,5,700,0,57.1,2116,1564,29.4,11.3
70.22,0.28,4,1.5,13,11,0,0,1050,475,10,700,0,55.8,2035,1498,37.2,11.4
70.22,0.28,4,1.5,13,11,0,0,1050,475,20,700,0,54.5,1896,1437,35.8,12
70.22,0.28,4,1.5,13,11,0,0,1050,475,50,700,0,49.8,1692,1311,50,10.7
70.22,0.28,4,1.5,13,11,0,0,1050,475,0,750,0,56.8,2106,1029,34.3,13.8
70.22,0.28,4,1.5,13,11,0,0,1050,475,1,750,0,58.5,2177,1512,26.5,11
70.22,0.28,4,1.5,13,11,0,0,1050,475,5,750,0,58.5,2143,1603,21.6,10.4
70.22,0.28,4,1.5,13,11,0,0,1050,475,10,750,0,57.7,2053,1558,24.5,11.2
70.22,0.28,4,1.5,13,11,0,0,1050,475,20,750,0,56.8,2076,1583,24,9.3
70.22,0.28,4,1.5,13,11,0,0,1050,475,50,750,0,53.4,1664,1347,42.6,7.9
70.22,0.28,4,1.5,13,11,0,0,1050,475,0,700,0,55.9,2175,1037,35.3,11.7
70.22,0.28,4,1.5,13,11,0,0,1050,475,1,700,0,57.8,2231,1580,24.5,13.7
70.22,0.28,4,1.5,13,11,0,0,1050,475,5,700,0,57.1,2161,1604,33.3,12.7
70.22,0.28,4,1.5,13,11,0,0,1050,475,10,700,0,56.3,2065,1548,41.2,12.1
70.22,0.28,4,1.5,13,11,0,0,1050,475,20,700,0,54,1929,1465,40.2,12.3
70.22,0.28,4,1.5,13,11,0,0,1050,475,50,700,0,49.6,1645,1335,49,14.4
73.22,0.28,4,1.5,13,8,0,0,1050,475,0,1000,0,58.4,2306,1115,29.9,11.5
73.22,0.28,4,1.5,13,8,0,0,1050,475,1,1000,0,57.1,2155,1267,26,13.3
73.22,0.28,4,1.5,13,8,0,0,1050,475,5,1000,0,58.5,2210,1600,18.6,10.7
73.22,0.28,4,1.5,13,8,0,0,1050,475,10,1000,0,58.9,2213,1642,13.2,11.6
73.22,0.28,4,1.5,13,8,0,0,1050,475,20,1000,0,58,2138,1632,30.9,11.3
73.22,0.28,4,1.5,13,8,0,0,1050,475,50,1000,0,55.7,1959,1495,35.3,11.2
73.22,0.28,4,1.5,13,8,0,0,1050,475,0,950,0,58.5,2358,1050,28.4,9.5
73.22,0.28,4,1.5,13,8,0,0,1050,475,1,950,0,57.7,2199,1436,32.3,9
73.22,0.28,4,1.5,13,8,0,0,1050,475,5,950,0,59.3,2285,1694,19.6,6.5
73.22,0.28,4,1.5,13,8,0,0,1050,475,10,950,0,58.4,2223,1711,27.4,9.9
73.22,0.28,4,1.5,13,8,0,0,1050,475,20,950,0,57.7,2149,1648,36.3,9.7
73.22,0.28,4,1.5,13,8,0,0,1050,475,50,950,0,54.6,1934,1503,35.8,10
73.22,0.28,4,1.5,13,8,0,0,1050,475,0,800,0,58.6,2345,1144,33.8,10.2
73.22,0.28,4,1.5,13,8,0,0,1050,475,1,800,0,58.3,2228,1493,23,9.8
73.22,0.28,4,1.5,13,8,0,0,1050,475,5,800,0,59.5,2293,1730,15.7,9.3
73.22,0.28,4,1.5,13,8,0,0,1050,475,10,800,0,58.2,2211,1701,18.6,9.3
73.22,0.28,4,1.5,13,8,0,0,1050,475,20,800,0,57,2135,1634,26.5,10.2
73.22,0.28,4,1.5,13,8,0,0,1050,475,50,800,0,54.2,1934,1496,39.2,10.7
73.22,0.28,4,1.5,13,8,0,0,1050,475,0,700,0,59,2332,1117,34.3,10.8
73.22,0.28,4,1.5,13,8,0,0,1050,475,1,700,0,58.7,2241,1497,20.6,10.5
73.22,0.28,4,1.5,13,8,0,0,1050,475,5,700,0,59.1,2288,1698,16.7,8.7
73.22,0.28,4,1.5,13,8,0,0,1050,475,10,700,0,58.9,2233,1750,15.7,9.5
73.22,0.28,4,1.5,13,8,0,0,1050,475,20,700,0,57.9,2149,1636,27.4,10.4
73.22,0.28,4,1.5,13,8,0,0,1050,475,50,700,0,54.8,1923,1501,32.8,10.9
73.22,0.28,4,1.5,13,8,0,0,1050,475,0,600,0,59.2,2352,1150,30.4,10.7
73.22,0.28,4,1.5,13,8,0,0,1050,475,1,600,0,60.1,2333,1579,17.2,10.2
73.22,0.28,4,1.5,13,8,0,0,1050,475,5,600,0,59.2,2326,1716,20.1,9
73.22,0.28,4,1.5,13,8,0,0,1050,475,10,600,0,58.9,2247,1683,21.1,10.6
73.22,0.28,4,1.5,13,8,0,0,1050,475,20,600,0,58.3,2166,1633,25,10.7
73.22,0.28,4,1.5,13,8,0,0,1050,475,50,600,0,54.7,1930,1527,34.3,10.3
74.22,0.28,4,1.5,9,11,0,0,1200,475,0,700,0,55,2160,890,39.2,14.5
74.22,0.28,4,1.5,9,11,0,0,1200,475,1,700,0,56.6,2075,1086,35.8,14.3
74.22,0.28,4,1.5,9,11,0,0,1200,475,5,700,0,57.5,2098,1519,28.9,9.7
74.22,0.28,4,1.5,9,11,0,0,1200,475,10,700,0,56.9,2050,1571,29.4,10.4
74.22,0.28,4,1.5,9,11,0,0,1200,475,20,700,0,55.2,1937,1482,32.3,11.3
74.22,0.28,4,1.5,9,11,0,0,1200,475,50,700,0,51.8,1678,1325,51,9.4
74.22,0.28,4,1.5,9,11,0,0,1050,475,0,700,0,54.8,2160,917,39.2,15.1
74.22,0.28,4,1.5,9,11,0,0,1050,475,1,700,0,55.1,2082,1080,37.2,14.4
74.22,0.28,4,1.5,9,11,0,0,1050,475,5,700,0,57.6,2094,1501,31.4,12.3
74.22,0.28,4,1.5,9,11,0,0,1050,475,10,700,0,56.7,2050,1533,35.3,11.6
74.22,0.28,4,1.5,9,11,0,0,1050,475,20,700,0,54.6,1953,1489,39.2,11.1
74.22,0.28,4,1.5,9,11,0,0,1050,475,50,700,0,51,1744,1372,45.6,10.3
74.22,0.28,4,1.5,9,11,0,0,900,475,0,700,0,56,2155,968,30.4,14.8
74.22,0.28,4,1.5,9,11,0,0,900,475,1,700,0,56.3,2095,1204,31.4,13.1
74.22,0.28,4,1.5,9,11,0,0,900,475,5,700,0,57.3,2083,1552,24.5,10.9
74.22,0.28,4,1.5,9,11,0,0,900,475,10,700,0,56.2,2004,1529,32.3,10.4
74.22,0.28,4,1.5,9,11,0,0,900,475,20,700,0,54.1,1918,1462,32.3,10.7
74.22,0.28,4,1.5,9,11,0,0,900,475,50,700,0,49.7,1687,1327,50,12
72,0.3,3.5,1.2,15,8,0,0,1050,475,0,700,0,58.3,2399,1190,26,12.1
72,0.3,3.5,1.2,15,8,0,0,1050,475,1,700,0,60.3,2325,1570,10.8,3.5
72,0.3,3.5,1.2,15,8,0,0,1050,475,5,700,0,60.9,2046,1799,1.5,1.5
72,0.3,3.5,1.2,15,8,0,0,1050,475,10,700,0,61,2366,1787,8.3,9.9
72,0.3,3.5,1.2,15,8,0,0,1050,475,20,700,0,60.3,2308,1766,3.9,10.1
72,0.3,3.5,1.2,15,8,0,0,1050,475,50,700,0,58,2104,1604,20.1,11.5
72,0.3,3.5,1.2,15,8,0,0,1200,475,0,700,0,59,2413,1148,22,9.6
72,0.3,3.5,1.2,15,8,0,0,1200,475,1,700,0,59.8,2333,1562,11.8,8.7
72,0.3,3.5,1.2,15,8,0,0,1200,475,5,700,0,60.6,2238,1800,7.4,2
72,0.3,3.5,1.2,15,8,0,0,1200,475,10,700,0,60.9,2353,1783,4.4,3.2
72,0.3,3.5,1.2,15,8,0,0,1200,475,20,700,0,60,2292,1727,7.4,6.5
72,0.3,3.5,1.2,15,8,0,0,1200,475,50,700,0,57.4,2080,1587,12.7,8.5
69,0.3,3.5,1.2,15,11,0,0,1050,475,0,700,0,56.9,2229,976,38.2,13.5
69,0.3,3.5,1.2,15,11,0,0,1050,475,1,700,0,59,2255,1578,15.7,11.2
69,0.3,3.5,1.2,15,11,0,0,1050,475,5,700,0,59,2243,1682,19.1,11.6
69,0.3,3.5,1.2,15,11,0,0,1050,475,10,700,0,57.9,2155,1624,19.6,11.7
69,0.3,3.5,1.2,15,11,0,0,1050,475,20,700,0,56.4,2037,1583,27.4,10.1
69,0.3,3.5,1.2,15,11,0,0,1050,475,50,700,0,51.6,1760,1397,29.9,11.5
69,0.3,3.5,1.2,15,11,0,0,1050,475,0,900,0,56.6,2212,976,33.3,12.7
69,0.3,3.5,1.2,15,11,0,0,1050,475,1,900,0,58.1,2191,1538,12.7,11.6
69,0.3,3.5,1.2,15,11,0,0,1050,475,5,900,0,59,2234,1739,15.7,10
69,0.3,3.5,1.2,15,11,0,0,1050,475,10,900,0,57.9,2136,1673,11.8,10.2
69,0.3,3.5,1.2,15,11,0,0,1050,475,20,900,0,56.5,1911,1566,15.7,5.7
69,0.3,3.5,1.2,15,11,0,0,1050,475,50,900,0,51.8,1715,1382,24.5,10.9
69,0.3,3.5,1.2,18,8,0,0,1050,475,0,700,0,58.6,2306,1225,30.4,12.9
69,0.3,3.5,1.2,18,8,0,0,1050,475,1,700,0,60.5,2383,1726,8.8,3.6
69,0.3,3.5,1.2,18,8,0,0,1050,475,5,700,0,61.2,2056,1859,3.4,1.4
69,0.3,3.5,1.2,18,8,0,0,1050,475,10,700,0,61.2,2334,1700,3.7,3.5
69,0.3,3.5,1.2,18,8,0,0,1050,475,20,700,0,60.4,2300,1805,12.3,10.1
69,0.3,3.5,1.2,18,8,0,0,1050,475,50,700,0,56.3,2054,1653,24,10.3
69,0.3,3.5,1.2,18,8,0,0,1200,475,0,700,0,58.6,2347,1272,30.9,11.6
69,0.3,3.5,1.2,18,8,0,0,1200,475,1,700,0,60.2,2371,1703,3.9,9.6
69,0.3,3.5,1.2,18,8,0,0,1200,475,5,700,0,61.2,2158,1864,2.9,1.7
69,0.3,3.5,1.2,18,8,0,0,1200,475,10,700,0,60.8,2222,1850,9.3,1.9
69,0.3,3.5,1.2,18,8,0,0,1200,475,20,700,0,60.1,2240,1771,2,2.5
69,0.3,3.5,1.2,18,8,0,0,1200,475,50,700,0,56.4,2025,1679,24,9
68.5,0.3,4,1.2,18,8,0,0,1050,475,0,700,0,58.1,2287,1138,29.4,12
68.5,0.3,4,1.2,18,8,0,0,1050,475,1,700,0,60.8,2403,1725,6.9,9.7
68.5,0.3,4,1.2,18,8,0,0,1050,475,5,700,0,61.2,2429,1828,2,9.4
68.5,0.3,4,1.2,18,8,0,0,1050,475,10,700,0,60.8,2369,1795,3.4,9.5
68.5,0.3,4,1.2,18,8,0,0,1050,475,20,700,0,59.6,2265,1711,12.3,9.5
68.5,0.3,4,1.2,18,8,0,0,1050,475,50,700,0,55.5,1947,1524,23.5,11.4
68.5,0.3,4,1.2,18,8,0,0,1200,475,0,700,0,57.9,2343,1173,29.4,11.4
68.5,0.3,4,1.2,18,8,0,0,1200,475,1,700,0,60.6,2377,1698,3.9,9.2
68.5,0.3,4,1.2,18,8,0,0,1200,475,5,700,0,60.8,1846,1839,1.5,1.2
68.5,0.3,4,1.2,18,8,0,0,1200,475,10,700,0,60.9,2356,1829,2,9.6
68.5,0.3,4,1.2,18,8,0,0,1200,475,20,700,0,59.9,2259,1760,11.8,10
68.5,0.3,4,1.2,18,8,0,0,1200,475,50,700,0,55.3,1906,1513,21.1,10.4
71.8,0.3,3.5,1.4,15,8,0,0,1050,475,0,700,0,58.1,2336,1185,31.4,12.1
71.8,0.3,3.5,1.4,15,8,0,0,1050,475,1,700,0,59.5,2299,1544,14.2,11.6
71.8,0.3,3.5,1.4,15,8,0,0,1050,475,5,700,0,60.1,2358,1756,8.8,8.7
71.8,0.3,3.5,1.4,15,8,0,0,1050,475,10,700,0,60.5,2336,1790,9.8,5.5
71.8,0.3,3.5,1.4,15,8,0,0,1050,475,20,700,0,59.6,2248,1719,15.7,11
71.8,0.3,3.5,1.4,15,8,0,0,1050,475,50,700,0,57.3,2036,1595,20.1,11
71.8,0.3,3.5,1.4,15,8,0,0,1200,475,0,700,0,58.2,2283,1178,30.4,11.4
71.8,0.3,3.5,1.4,15,8,0,0,1200,475,1,700,0,59.2,2300,1523,13.7,11.6
71.8,0.3,3.5,1.4,15,8,0,0,1200,475,5,700,0,60.3,2341,1749,10.8,9.4
71.8,0.3,3.5,1.4,15,8,0,0,1200,475,10,700,0,60.3,2340,1776,11.8,10.2
71.8,0.3,3.5,1.4,15,8,0,0,1200,475,20,700,0,59.4,2265,1724,16.2,10.5
71.8,0.3,3.5,1.4,15,8,0,0,1200,475,50,700,0,57.3,2032,1567,15.7,12.3
71.8,0.3,3.5,1.2,15,8,0.2,0,1200,475,0,700,0,57.6,2243,1215,23.5,10.6
71.8,0.3,3.5,1.2,15,8,0.2,0,1200,475,1,700,0,59.2,2346,1544,11.8,10.7
71.8,0.3,3.5,1.2,15,8,0.2,0,1200,475,5,700,0,60.1,2360,1730,12.7,8.2
71.8,0.3,3.5,1.2,15,8,0.2,0,1200,475,10,700,0,60.2,2330,1746,17.8,9.2
71.8,0.3,3.5,1.2,15,8,0.2,0,1200,475,20,700,0,58.9,2214,1752,21.1,9.8
